#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
4001,20177002,,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$849,995 ",,"$849,995 ",,,10/2/2022,16,Greenland Hills,"2,965",3,3,2/0/2,0.186,No,5302 McCommas  Boulevard ,Dallas,32.829697,-96.779726,"$849,995 "
4001,20176470,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$975 ,Residential,,"$875,000 ",,"$850,000 ",,,9/30/2022,19,The Retreat At Stonebriar Ph 2,"3,752",4,4,2/0/2,0.237,No,9938 Derbyshire  Drive ,Frisco,33.106049,-96.795653,"$850,000 "
4001,20179576,,RESI,Active,Mandatory,1969,Annually,Less Than .5 Acre (not Zero),$540 ,Residential,,"$850,000 ",,"$850,000 ",,,10/6/2022,13,University Hills 03,"3,211",3,3,2/0/2,0.158,No,300 La Paz  Court ,Irving,32.855262,-96.94304,"$850,000 "
4001,20180333,,RESI,Active,None,2020,,5 to < 10 Acres,,Residential,,"$850,000 ",,"$850,000 ",,,10/6/2022,12,n/a,"2,000",3,2,/3/3,5.037,No,5352 Rose Hill  Road ,Whitewright,33.470301,-96.45944,"$850,000 "
4001,20180693,,RESI,Active,Mandatory,2003,Semi-Annual,Less Than .5 Acre (not Zero),$180 ,Residential,,"$850,000 ",,"$850,000 ",,,10/7/2022,9,Lakeview At Point Vista Ph 2,"3,210",4,3,3/1/2004,0.291,Yes,310 Texoma  Drive ,Hickory Creek,33.110386,-97.035273,"$850,000 "
4001,20183751,,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$800 ,Residential,,"$850,000 ",,"$850,000 ",,,10/11/2022,8,HIGHLAND CROSSING,"3,258",4,4,3/0/3,1.006,No,2655 Palomar  Road ,Celina,33.391018,-96.738054,"$850,000 "
4001,20184486,,RESI,Active,None,1945,,Less Than .5 Acre (not Zero),,Residential,,"$850,000 ",,"$850,000 ",,,10/12/2022,7,Frisco Original Donation,"1,780",2,2,2/2/2004,0.25,No,6810 Pecan  Street ,Frisco,33.149186,-96.826443,"$850,000 "
4001,20184971,N,RESI,Active,Mandatory,2013,Annually,Less Than .5 Acre (not Zero),"$1,750 ",Residential,,"$850,000 ",,"$850,000 ",,,10/14/2022,5,Flower Mound Oaks,"3,185",4,3,3/0/3,0.487,No,809 Horizon  Street ,Flower Mound,33.033583,-97.040218,"$850,000 "
4001,20187323,N,RESI,Active,Voluntary,1976,,Less Than .5 Acre (not Zero),,Residential,,"$850,000 ",,"$850,000 ",,,10/17/2022,2,Arnold Hills Estate,"2,304",4,4,3/0/3,0.338,No,112 Spring Branch  Trail ,Tool,32.309883,-96.178008,"$850,000 "
4001,20177020,,RESI,Active,Mandatory,2018,Semi-Annual,Less Than .5 Acre (not Zero),$501 ,Residential,,"$860,000 ",,"$860,000 ",,,10/3/2022,12,Fairway Ranch Ph 2,"3,515",4,5,3/0/3,0.336,,1004 Spring Mill  Trail ,Roanoke,33.013897,-97.249859,"$860,000 "
4001,20180464,,RESI,Active,None,1958,,Less Than .5 Acre (not Zero),,Residential,,"$860,000 ",,"$860,000 ",,,10/6/2022,12,Preston Brook Estates,"3,066",4,4,2/0/0,0.338,No,6745 Bradbury  Lane ,Dallas,32.912836,-96.788854,"$860,000 "
4001,20178116,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$900 ,Residential,,"$863,526 ",,"$863,526 ",,,10/4/2022,15,Dove Creek,"3,572",4,5,3/0/3,0,No,16667 Maple Bend  Drive ,Frisco,33.21446,-96.780532,"$863,526 "
4001,20183019,N,RESI,Active,Mandatory,1990,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$865,000 ",,"$865,000 ",,,10/15/2022,3,Windhaven Farm Ph I,"3,500",5,4,3/0/3,0.21,Yes,5913 Sandhills  Circle ,Plano,33.048662,-96.824089,"$865,000 "
4001,20185002,N,RESI,Active,None,1980,,Less Than .5 Acre (not Zero),,Residential,,"$865,000 ",,"$865,000 ",,,10/13/2022,6,Park Preston 01,"2,311",4,4,2/0/2,0.148,No,5712 Over Downs  Drive ,Dallas,32.890551,-96.806942,"$865,000 "
4001,20187050,N,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$600 ,Residential,,"$865,000 ",,"$865,000 ",,,10/15/2022,4,Cattlebaron Parc,"3,343",5,3,3/0/3,2.591,No,420 Cattlebaron Parc  Drive ,Fort Worth,32.816242,-97.558817,"$865,000 "
4001,20180700,,RESI,Active,Mandatory,2005,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$869,000 ",,"$869,000 ",,,10/6/2022,13,Chancellor Creek,"4,127",4,4,3/0/3,0.26,No,3300 Nottingham  Drive ,McKinney,33.182365,-96.667518,"$869,000 "
4001,20186185,N,RESI,Active,None,1905,,Less Than .5 Acre (not Zero),,Residential,,"$869,000 ",,"$869,000 ",,,10/14/2022,5,Baeten Add,"2,550",3,3,0/0/0,0.393,No,6991 Maple  Street ,Frisco,33.153232,-96.823623,"$869,000 "
4001,20184322,,RESI,Active,None,2023,,Less Than .5 Acre (not Zero),,Residential,,"$873,120 ",,"$873,120 ",,,10/12/2022,7,Cordoba Estates,"3,424",5,5,2/0/2,0.092,No,4115 Khawlah Nafal  Court ,Irving,32.866208,-96.999869,"$873,120 "
4001,20179199,,RESI,Active,Mandatory,2022,Semi-Annual,.5 to < 1 Acre,$660 ,Residential,,"$899,900 ",,"$874,900 ",,,10/5/2022,14,Sonoma Verde,"3,650",4,4,3/0/3,0.503,No,1552 Ripasso  Way ,Rockwall,32.846818,-96.364195,"$874,900 "
4001,20181502,N,RESI,Active,Mandatory,2002,Semi-Annual,Less Than .5 Acre (not Zero),$317 ,Residential,,"$874,900 ",,"$874,900 ",,,10/13/2022,6,Twin Creeks Ph 4-D1,"3,893",4,4,3/0/3,0.21,Yes,1232 Rio Grande  Drive ,Allen,33.118176,-96.69373,"$874,900 "
4001,20180714,,RESI,Active,Mandatory,2019,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$875,000 ",,"$875,000 ",,,10/6/2022,13,Lakewood Ph 1,"3,148",3,3,3/0/3,0.232,No,2860 Hyde  Court ,Prosper,33.22675,-96.759667,"$875,000 "
4001,20181508,,RESI,Active,None,1894,,1 to < 3 Acres,,Residential,,"$875,000 ",,"$875,000 ",,,10/7/2022,12,J B Bounds,"3,148",3,3,0/0/0,1.5,No,617 Solon  Road ,Waxahachie,32.417507,-96.852924,"$875,000 "
4001,20182170,,RESI,Active,Mandatory,2019,Annually,Less Than .5 Acre (not Zero),$585 ,Residential,,"$875,000 ",,"$875,000 ",,,10/8/2022,11,Rivendale By The Lak,"3,376",5,4,2/0/2,0.281,No,16200 Brayton  Road ,Frisco,33.162104,-96.922627,"$875,000 "
4001,20184845,N,RESI,Active,Mandatory,2015,Quarterly,Less Than .5 Acre (not Zero),$433 ,Residential,,"$875,000 ",,"$875,000 ",,,10/13/2022,6,The Canals At Grand Park,"3,342",3,5,3/0/3,0.177,No,4178 Wellesley  Avenue ,Frisco,33.150036,-96.851697,"$875,000 "
4001,20188269,N,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$875,000 ",,"$875,000 ",,,10/18/2022,1,Preston Haven Estates,"2,284",3,2,2/2/2002,0.426,No,6007 Del Roy  Drive ,Dallas,32.905735,-96.803767,"$875,000 "
4001,20181090,,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$120 ,Residential,,"$875,990 ",,"$875,990 ",,,10/7/2022,12,Maravilla Estates,"3,406",4,4,3/0/3,2,No,425 Kolb  Drive ,Aledo,32.687193,-97.6287,"$875,990 "
4001,20185499,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$975 ,Residential,,"$875,990 ",,"$875,990 ",,,10/14/2022,5,The Retreat At Stonebriar Ph 2,"3,381",5,4,2/0/2,0.228,No,3384 Thistle  Road ,Frisco,33.106264,-96.793507,"$875,990 "
4001,20178349,$,RESI,Active,None,2013,,Less Than .5 Acre (not Zero),,Residential,,"$925,000 ",,"$879,000 ",,,10/7/2022,12,Blocker Camp North,"1,728",3,3,2/0/2,0.32,No,172 County Road 1743 ,Chico,33.265863,-97.881895,"$879,000 "
4001,20189081,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$879,900 ",,"$879,900 ",,,10/18/2022,1,Chadwick Farms,"4,015",5,4,2/0/2,0.126,No,15613 Wild Cherry  Lane ,Fort Worth,33.014115,-97.268289,"$879,900 "
4001,20182924,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$850 ,Residential,,"$884,000 ",,"$884,000 ",,,10/10/2022,9,University Place,"4,293",6,5,2/0/2,0.134,No,8218 Vitex  Avenue ,Dallas,32.983062,-96.761057,"$884,000 "
4001,20177731,,RESI,Active,None,2014,,Less Than .5 Acre (not Zero),,Residential,,"$885,000 ",,"$885,000 ",,,10/12/2022,7,Greenland Hills Annex,"2,763",3,4,2/0/2,0.09,No,5607 Longview  Street ,Dallas,32.83113,-96.771845,"$885,000 "
4001,20178657,N,RESI,Active,Mandatory,2020,Monthly,Less Than .5 Acre (not Zero),$208 ,Residential,,"$885,000 ",,"$885,000 ",,,10/16/2022,3,Walsh Ranch Quail Vly,"3,050",4,5,3/0/3,0.19,No,2013 Barbette  Street ,Aledo,32.739334,-97.575505,"$885,000 "
4001,20182807,N,RESI,Active,Mandatory,2000,Annually,Less Than .5 Acre (not Zero),$750 ,Residential,,"$885,000 ",,"$885,000 ",,,10/13/2022,6,Arbors Of Creekwood Add,"4,609",5,5,3/0/3,0.376,Yes,5 Trailside  Court ,Mansfield,32.58148,-97.097053,"$885,000 "
4001,20183989,N,RESI,Active,Mandatory,1980,Annually,Less Than .5 Acre (not Zero),$691 ,Residential,,"$885,000 ",,"$885,000 ",,,10/14/2022,5,University Hills 03,"3,674",5,5,3/0/3,0.344,Yes,500 La Paz  Court ,Irving,32.855296,-96.942296,"$885,000 "
4001,20178469,,RESI,Active,Mandatory,2015,Annually,Less Than .5 Acre (not Zero),"$1,200 ",Residential,,"$889,000 ",,"$889,000 ",,,10/4/2022,15,Belmont,"4,138",5,6,3/0/3,0.187,No,1603 Thoroughbred  Lane ,Allen,33.128276,-96.628183,"$889,000 "
4001,20187453,N,RESI,Active,Voluntary,1986,Annually,Less Than .5 Acre (not Zero),$120 ,Residential,,"$889,000 ",,"$889,000 ",,,10/16/2022,3,Whiffletree VI,"5,043",5,5,3/0/3,0.3,Yes,3408 Wolfe  Circle ,Plano,33.073202,-96.759757,"$889,000 "
4001,20183664,N,RESI,Active,Mandatory,1999,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$889,500 ",,"$889,500 ",,,10/14/2022,4,Castlemere Ph VI,"3,650",4,4,3/0/3,0.2,No,5909 Beth  Drive ,Plano,33.054876,-96.816307,"$889,500 "
4001,20177326,,RESI,Active,Mandatory,2016,Semi-Annual,Less Than .5 Acre (not Zero),$502 ,Residential,,"$889,900 ",,"$889,900 ",,,10/4/2022,12,Fairway Ranch Ph 2,"3,982",4,5,3/0/3,0.201,No,1053  W Bluff  Way ,Roanoke,33.011688,-97.247011,"$889,900 "
4001,20187192,$,RESI,Active,Mandatory,2023,Annually,.5 to < 1 Acre,"$1,250 ",Residential,,"$899,900 ",,"$889,900 ",,,10/15/2022,4,Northglen Ph 1,"3,678",4,4,3/3/2003,0.51,No,2109 Glenbrook  Street ,Haslet,32.941423,-97.349432,"$889,900 "
4001,20178494,$,RESI,Active,Mandatory,2016,Annually,Less Than .5 Acre (not Zero),$700 ,Residential,,"$920,000 ",,"$890,000 ",,,10/5/2022,14,Bower Ranch Add,"4,987",5,5,3/0/3,0.331,No,4505 Blue Grass  Court ,Mansfield,32.570669,-97.062363,"$890,000 "
4001,20187656,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$500 ,Residential,,"$892,900 ",,"$892,900 ",,,10/17/2022,2,Park Vista,"3,257",4,3,2/0/2,0.15,No,11351 Tusk  Trail ,Frisco,33.17106,-96.767461,"$892,900 "
4001,20178381,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,764 ",Residential,,"$893,542 ",,"$893,542 ",,,10/4/2022,15,Windsong Ranch,"3,376",4,3,2/0/2,0.17,No,840 Adair  Drive ,Prosper,33.248877,-96.91408,"$893,542 "
4001,20176491,,RESI,Active,None,2017,,Less Than .5 Acre (not Zero),,Residential,,"$945,000 ",,"$895,000 ",,,10/1/2022,18,L B Jones,"2,659",3,4,2/0/2,0.101,No,5841 Martel  Avenue ,Dallas,32.831618,-96.766169,"$895,000 "
4001,20177864,,RESI,Active,Mandatory,2006,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$895,000 ",,"$895,000 ",,,10/5/2022,14,Forest Glenn West,"4,223",4,5,3/0/3,0.332,Yes,7905 Forest Lakes  Court ,North Richland Hills,32.892235,-97.210528,"$895,000 "
4001,20177988,,RESI,Active,Mandatory,2016,Annually,Less Than .5 Acre (not Zero),$475 ,Residential,,"$895,000 ",,"$895,000 ",,,10/5/2022,13,The Highlands At Trophy Club N,"3,858",4,5,3/3/2003,0.209,No,2818 Macquarie  Street ,Trophy Club,33.018212,-97.182843,"$895,000 "
4001,20178289,,RESI,Active,Mandatory,2017,Annually,1 to < 3 Acres,$750 ,Residential,,"$895,000 ",,"$895,000 ",,,10/3/2022,16,La Cantera,"3,768",2,3,3/0/3,1.04,No,6917 La Cantera  Drive ,Fort Worth,32.819549,-97.513724,"$895,000 "
4001,20181411,$,RESI,Active,Mandatory,2011,Monthly,.5 to < 1 Acre,$41 ,Residential,,"$920,000 ",,"$895,000 ",,,10/7/2022,12,Katy Lake On The Green Ph 1,"3,667",4,4,3/0/0,0.61,No,102 Mulligan  Court ,Waxahachie,32.402552,-96.863418,"$895,000 "
4001,20184343,N,RESI,Active,None,1971,,Less Than .5 Acre (not Zero),,Residential,,"$895,000 ",,"$895,000 ",,,10/12/2022,5,Midway Forest Rev,"3,529",4,3,2/0/2,0.302,Yes,12127 Crestline  Avenue ,Dallas,32.914099,-96.834284,"$895,000 "
4001,20176984,,RESI,Active,None,1975,,10 to < 50 Acres,,Residential,,"$895,900 ",,"$895,900 ",,,10/2/2022,17,rural,"2,576",3,3,2/2/2002,40,No,223 County Road 3630 ,Clifton,31.81634,-97.315729,"$895,900 "
4001,20178897,,RESI,Active,None,1981,,5 to < 10 Acres,,Residential,,"$899,000 ",,"$899,000 ",,,10/7/2022,12,,"4,037",4,3,0/2/2,5.255,No,212 Joyce  Street ,Weatherford,32.783721,-97.792703,"$899,000 "
4001,20182154,N,RESI,Active,Mandatory,2013,Quarterly,Less Than .5 Acre (not Zero),$245 ,Residential,,"$899,000 ",,"$899,000 ",,,10/14/2022,5,Viridian Village 1b,"3,943",4,4,2/0/2,0.213,Yes,4016 Jasmine Fox  Lane ,Arlington,32.799038,-97.089487,"$899,000 "
4001,20183440,,RESI,Active,None,1860,,1 to < 3 Acres,,Residential,,"$899,000 ",,"$899,000 ",,,10/11/2022,8,T J Chamber,"5,456",5,4,2/0/0,2,No,3043  NE County Road 1030 ,Chatfield,32.242994,-96.414488,"$899,000 "
4001,20184378,N,RESI,Active,None,2021,,1 to < 3 Acres,,Residential,,"$899,000 ",,"$899,000 ",,,10/13/2022,6,Doil T,"2,400",3,3,2/0/0,2.575,No,4348 Fm 1801 ,Mineola,32.654626,-95.408264,"$899,000 "
4001,20186101,N,RESI,Active,Mandatory,2013,Semi-Annual,Less Than .5 Acre (not Zero),$325 ,Residential,,"$899,000 ",,"$899,000 ",,,10/13/2022,6,Beverly Hills Estates,"3,878",4,4,3/0/3,0.254,No,8241 Almont ,Plano,33.090902,-96.796495,"$899,000 "
4001,20182145,,RESI,Active,None,1980,,1 to < 3 Acres,,Residential,,"$899,888 ",,"$899,888 ",,,10/8/2022,11,Ables Spgs West,"3,684",3,1,1/2/2002,2.43,No,12362 County Road 331A ,Terrell,32.823175,-96.130664,"$899,888 "
4001,20176421,,RESI,Active,Mandatory,2015,Annually,1 to < 3 Acres,$350 ,Residential,,"$899,900 ",,"$899,900 ",,,10/4/2022,15,Mcalpin Manor Ph 1,"3,620",4,3,3/0/3,1.76,No,6630 Caliche  Circle ,Midlothian,32.410382,-96.962856,"$899,900 "
4001,20182595,,RESI,Active,Mandatory,2014,Monthly,Less Than .5 Acre (not Zero),$192 ,Residential,,"$899,900 ",,"$899,900 ",,,10/10/2022,9,Phillips Creek Ranch,"4,136",5,5,3/0/3,0.179,No,661 Bannock  Road ,Frisco,33.149296,-96.886214,"$899,900 "
4001,20187112,N,RESI,Active,Mandatory,2007,Annually,Less Than .5 Acre (not Zero),$920 ,Residential,,"$899,900 ",,"$899,900 ",,,10/16/2022,1,Castle Hills Ph III Sec B,"4,387",5,5,3/0/3,0.27,No,1209 Seige  Court ,Lewisville,33.027988,-96.91259,"$899,900 "
4001,20187202,N,RESI,Active,Mandatory,2023,Annually,.5 to < 1 Acre,"$1,250 ",Residential,,"$899,900 ",,"$899,900 ",,,10/15/2022,4,Northglen Ph 2,"3,743",4,4,3/3/2003,0.51,No,230 Oakmont  Drive ,Haslet,32.940631,-97.355762,"$899,900 "
4001,20179609,,RESI,Active,Mandatory,2023,Semi-Annual,.5 to < 1 Acre,$454 ,Residential,,"$899,982 ",,"$899,982 ",,,10/5/2022,14,Bridges At Preston Xing Sec 1,"3,643",4,3,/3/3,0.51,No,1136 Macgregor  Lane ,Gunter,33.432167,-96.71931,"$899,982 "
4001,20185280,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$975 ,Residential,,"$899,990 ",,"$899,990 ",,,10/14/2022,5,"Retreat At Stonebriar Ph 1, The","3,799",5,4,2/0/2,0.172,No,3473 Furrow  Road ,Frisco,33.106738,-96.794702,"$899,990 "
4001,20181103,,RESI,Active,Mandatory,1998,Annually,Less Than .5 Acre (not Zero),$900 ,Residential,,"$900,000 ",,"$900,000 ",,,10/9/2022,10,Myers Meadow Add,"4,713",4,4,3/0/3,0.406,Yes,1713 Redwing  Drive ,Southlake,32.946526,-97.179773,"$900,000 "
4001,20182151,N,RESI,Active,Mandatory,1984,Annually,Less Than .5 Acre (not Zero),"$2,502 ",Residential,,"$900,000 ",,"$900,000 ",,,10/9/2022,5,Hackberry Creek,"3,838",4,5,2/0/2,0.237,Yes,300 Bridlewood  Court ,Irving,32.908711,-96.979829,"$900,000 "
4001,20185191,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$800 ,Residential,,"$900,000 ",,"$900,000 ",,,10/12/2022,7,Lakewood Ph 3,"3,668",4,5,3/3/2003,0.193,No,4001 Quinton  Street ,Prosper,33.229777,-96.755216,"$900,000 "
4001,20186164,N,RESI,Active,None,1970,,10 to < 50 Acres,,Residential,,"$900,000 ",,"$900,000 ",,,10/15/2022,4,No,"1,796",3,2,4/0/4,20,No,12393 Fm 1392 ,Terrell,32.750891,-96.342788,"$900,000 "
4001,20183020,,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$500 ,Residential,,"$904,900 ",,"$904,900 ",,,10/10/2022,9,Van Buren Estates,"3,804",4,4,3/0/3,1,No,103 Adams  Court ,Weston,33.317408,-96.662139,"$904,900 "
4001,20178956,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,500 ",Residential,,"$910,000 ",,"$910,000 ",,,10/7/2022,7,Lexington Ph Thirteen,"2,645",4,4,2/0/2,0.139,No,9365 Middle Ground  Place ,Frisco,33.154964,-96.766328,"$910,000 "
4001,20184296,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$880 ,Residential,,"$930,268 ",,"$910,268 ",,,10/13/2022,6,FRONTIER ESTATES,"3,769",4,4,2/0/2,0.275,No,1641 Santa Fe  Lane ,Prosper,33.262115,-96.779384,"$910,268 "
4001,20182467,,RESI,Active,None,2004,,10 to < 50 Acres,,Residential,,"$915,000 ",,"$915,000 ",,,10/9/2022,10,J W PITMAN,"2,611",2,2,2/2/2002,10,No,1691  E Fm 550 ,McLendon Chisholm,32.865802,-96.373665,"$915,000 "
4001,20178922,,RESI,Active,None,1929,,Less Than .5 Acre (not Zero),,Residential,,"$960,000 ",,"$920,000 ",,,10/6/2022,13,Greenland Hills Sec,"2,087",2,3,2/0/2,0.179,No,5623 Mercedes  Avenue ,Dallas,32.828488,-96.771112,"$920,000 "
4001,20185505,N,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$923,357 ",,"$923,357 ",,,10/13/2022,6,Rockwood,"4,464",5,5,4/0/4,0.279,No,1902 Hamilton  Park ,Mansfield,32.59586,-97.176622,"$923,357 "
4001,20180640,,RESI,Active,None,2007,,5 to < 10 Acres,,Residential,,"$924,000 ",,"$924,000 ",,,10/7/2022,12,Prairie Sky Estates,"2,344",3,3,2/0/2,9.49,No,13170 Prairie Sky  Lane ,Krum,33.25725,-97.357062,"$924,000 "
4001,20178192,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,764 ",Residential,,"$924,393 ",,"$924,393 ",,,10/4/2022,15,Windsong Ranch,"3,559",5,4,2/0/2,0.17,No,760 Adair  Drive ,Prosper,33.24602,-96.861668,"$924,393 "
4001,20186532,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,349 ",Residential,,"$924,400 ",,"$924,400 ",,,10/14/2022,5,Edgestone At Legacy,"3,746",5,4,2/0/2,0.152,No,3508 Covedale  Boulevard ,Frisco,33.13167,-96.858749,"$924,400 "
4001,20178418,$,RESI,Active,None,1990,,Less Than .5 Acre (not Zero),,Residential,,"$974,900 ",,"$924,900 ",,,10/6/2022,13,Lakeshore Park Estates,"2,737",4,3,3/0/3,0.25,Yes,4622 Scenic  Drive ,Rowlett,32.904229,-96.509354,"$924,900 "
4001,20184981,,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$500 ,Residential,,"$924,900 ",,"$924,900 ",,,10/12/2022,7,Van Buren Estates,"3,804",4,4,3/0/3,1,No,118 Buchanan  Court ,Weston,33.316045,-96.662971,"$924,900 "
4001,20177015,,RESI,Active,None,1980,,10 to < 50 Acres,,Residential,,"$925,000 ",,"$925,000 ",,,10/1/2022,18,see addtl legal description,"2,772",5,3,0/2/2,14.677,Yes,114 Temple Hall  Highway ,Granbury,32.464723,-97.716554,"$925,000 "
4001,20178491,,RESI,Active,None,2005,,10 to < 50 Acres,,Residential,,"$925,000 ",,"$925,000 ",,,10/4/2022,15,Coronado East,"3,584",4,4,6/0/6,14.22,Yes,297 Trail Creek  Drive ,Abilene,32.314874,-99.712495,"$925,000 "
4001,20179268,,RESI,Active,Mandatory,2003,Monthly,Less Than .5 Acre (not Zero),$118 ,Residential,,"$925,000 ",,"$925,000 ",,,10/7/2022,12,Carlisle Addn-1r,"4,328",4,4,2/0/2,0.363,Yes,9001 Blanco  Drive ,Lantana,33.085082,-97.126306,"$925,000 "
4001,20180870,$,RESI,Active,None,2001,,10 to < 50 Acres,,Residential,,"$946,000 ",,"$925,000 ",,,10/6/2022,13,The Oaks At Fall Creek Country Estates Ph One,"2,871",3,2,2/2/2004,11.036,No,8816 Cleburne  Highway ,Granbury,32.428745,-97.620549,"$925,000 "
4001,20184753,N,RESI,Active,None,1951,,Less Than .5 Acre (not Zero),,Residential,,"$925,000 ",,"$925,000 ",,,10/14/2022,5,Bob-O-Links Downs,"2,123",3,2,0/0/0,0.236,No,6843 Chantilly  Lane ,Dallas,32.83487,-96.743092,"$925,000 "
4001,20185657,N,RESI,Active,None,1980,,50 to =< 100 Acres,,Residential,,"$925,000 ",,"$925,000 ",,,10/13/2022,6,W O Wheeler,"2,168",3,3,2/2/2002,59.46,No,646 Brandi  Lane ,Milford,32.188116,-96.968398,"$925,000 "
4001,20186909,N,RESI,Active,Mandatory,2013,Annually,1 to < 3 Acres,$350 ,Residential,,"$925,000 ",,"$925,000 ",,,10/15/2022,4,Shiloh Forest Ph II,"3,227",4,4,3/0/3,1.828,Yes,6240 Kingston  Drive ,Midlothian,32.517905,-96.915014,"$925,000 "
4001,20179063,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$700 ,Residential,,"$927,090 ",,"$927,090 ",,,10/5/2022,14,Bower Ranch,"4,096",5,5,3/0/3,0.378,No,4604 Waterford Glen  Drive ,Mansfield,32.571424,-97.062753,"$927,090 "
4001,20180950,,RESI,Active,Mandatory,1979,Semi-Annual,Less Than .5 Acre (not Zero),$800 ,Residential,,"$929,000 ",,"$929,000 ",,,10/6/2022,13,Twelve Thousand,"3,943",4,4,2/0/2,0.137,No,6030 Shetland  Drive ,Dallas,32.919151,-96.802221,"$929,000 "
4001,20185546,N,RESI,Active,None,1977,,Less Than .5 Acre (not Zero),,Residential,,"$929,000 ",,"$929,000 ",,,10/13/2022,6,Rigby,"2,427",3,4,2/2/2002,0.373,Yes,4150 Shady Hill  Drive ,Dallas,32.905634,-96.839145,"$929,000 "
4001,20185047,N,RESI,Active,Mandatory,1996,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$930,000 ",,"$930,000 ",,,10/14/2022,5,Stonemeade Estates,"3,943",4,4,2/0/2,0.241,Yes,108 Flintshire  Way ,Coppell,32.97826,-96.992367,"$930,000 "
4001,20185980,N,RESI,Active,None,2017,,Less Than .5 Acre (not Zero),,Residential,,"$935,000 ",,"$935,000 ",,,10/13/2022,6,Bel Aire Estates 2,"3,068",4,3,2/0/2,0.182,No,10311 Bel Aire  Drive ,Dallas,32.859265,-96.704477,"$935,000 "
4001,20186929,N,RESI,Active,Mandatory,2008,Annually,Less Than .5 Acre (not Zero),$708 ,Residential,,"$935,000 ",,"$935,000 ",,,10/14/2022,5,Willow Ridge Ph Three,"4,315",4,5,3/0/3,0.27,Yes,770 Hunters  Place ,Prosper,33.225763,-96.790248,"$935,000 "
4001,20177801,,RESI,Active,Mandatory,2015,Annually,1 to < 3 Acres,$500 ,Residential,,"$940,000 ",,"$940,000 ",,,10/5/2022,14,Bella Flora,"4,001",4,3,3/0/3,1.97,Yes,12217 Bella Dio  Drive ,Fort Worth,32.642378,-97.537709,"$940,000 "
4001,20184065,,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),"$1,200 ",Residential,,"$945,900 ",,"$945,900 ",,,10/12/2022,7,Legacy Gardens Ph 1,"3,429",4,6,3/0/3,0.285,No,1410 Binkley  Avenue ,Prosper,33.252732,-96.82382,"$945,900 "
4001,20180191,N,RESI,Active,Mandatory,2020,Quarterly,Less Than .5 Acre (not Zero),$447 ,Residential,,"$948,000 ",,"$948,000 ",,,10/13/2022,6,Windsong Ranch Ph 1d,"3,225",4,3,3/0/3,0.19,No,4751 Desert Willow  Drive ,Prosper,33.229232,-96.87854,"$948,000 "
4001,20182559,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$880 ,Residential,,"$1,018,315 ",,"$948,315 ",,,10/10/2022,9,FRONTIER ESTATES,"4,351",5,5,3/0/3,0.01,No,1731 Remington  Road ,Prosper,33.260139,-96.777923,"$948,315 "
